vertex,c3_baseline_x,c3_baseline_y,c3_baseline_z,c3_deformed_x,c3_deformed_y,c3_deformed_z,c5_deformed_x,c5_deformed_y,c5_deformed_z,c3_c5_error
449,0.94838008,0.37389153,0.32658757,0.98146967,0.38920507,0.26401053,0.98146967,0.38920507,0.26401053,0.0
450,0.90854118,0.43664658,0.4016631,0.94246025,0.44278199,0.3171915,0.94246025,0.44278199,0.3171915,0.0
451,0.89751887,0.49494535,0.3676342,0.92889258,0.49025643,0.2888163,0.92889258,0.49025643,0.2888163,0.0
452,0.89005688,0.52760788,0.33360212,0.9190091,0.51666538,0.26117186,0.9190091,0.51666538,0.26117186,0.0
453,0.95069864,0.32405274,0.32289314,0.98334376,0.34831876,0.2620864,0.98334376,0.34831876,0.2620864,0.0
454,0.96329904,0.20062251,0.24533109,0.99160689,0.24582013,0.20495297,0.99160689,0.24582013,0.20495297,0.0
455,0.93693951,0.30989748,0.38282309,0.97149465,0.33803658,0.30733651,0.97149465,0.33803658,0.30733651,0.0
456,0.94955967,0.17668122,0.33231459,0.98124842,0.22794935,0.27133997,0.98124842,0.22794935,0.27133997,0.0
457,0.89146108,0.32429627,0.46953357,0.92648422,0.35239516,0.36963774,0.92648422,0.35239516,0.36963774,0.0
458,0.91668225,0.1562278,0.41905137,0.94980722,0.21345683,0.33547897,0.94980722,0.21345683,0.33547897,0.0
459,0.86618253,0.38646617,0.48409988,0.90003471,0.40416753,0.37741329,0.90003471,0.40416753,0.37741329,0.0
460,0.84163059,0.47588628,0.44890192,0.87176983,0.47745365,0.34627286,0.87176983,0.47745365,0.34627286,0.0
461,0.83549917,0.52486872,0.42282581,0.86396523,0.51729478,0.32471014,0.86396523,0.51729478,0.32471014,0.0
462,0.81173865,0.35990039,0.54064864,0.84301386,0.38481141,0.41595286,0.84301386,0.38481141,0.41595286,0.0
463,0.7904732,0.477613,0.4839909,0.817396,0.48082202,0.36810677,0.817396,0.48082202,0.36810677,0.0
464,0.78443295,0.53912138,0.45664576,0.80973396,0.53088716,0.34539117,0.80973396,0.53088716,0.34539117,0.0
465,0.83179938,0.29424281,0.54114606,0.86454756,0.33055991,0.41936667,0.86454756,0.33055991,0.41936667,0.0
466,0.75509351,0.33629527,0.57158149,0.78211491,0.36754981,0.43434596,0.78211491,0.36754981,0.43434596,0.0
467,0.74202255,0.47858416,0.5005762,0.76493222,0.48321709,0.37587934,0.76493222,0.48321709,0.37587934,0.0
468,0.74358696,0.55246119,0.47247052,0.76572758,0.54317634,0.35319632,0.76572758,0.54317634,0.35319632,0.0
469,0.77013962,0.26450194,0.57741532,0.79837004,0.30849985,0.44146096,0.79837004,0.30849985,0.44146096,0.0
470,0.70555284,0.31669573,0.58188023,0.72789584,0.35305388,0.43741821,0.72789584,0.35305388,0.43741821,0.0
471,0.6993168,0.4738949,0.50750997,0.71819335,0.48067597,0.37684617,0.71819335,0.48067597,0.37684617,0.0
472,0.69590662,0.55019347,0.48089042,0.71360954,0.54277694,0.35475949,0.71360954,0.54277694,0.35475949,0.0
473,0.71439727,0.24750538,0.58566306,0.73721814,0.29627371,0.44225492,0.73721814,0.29627371,0.44225492,0.0
474,0.79130332,0.62910055,0.43716761,0.81703874,0.6040053,0.32973467,0.81703874,0.6040053,0.32973467,0.0
475,0.94213229,0.41961387,0.31387773,0.97427854,0.42658322,0.25285297,0.97427854,0.42658322,0.25285297,0.0
476,0.75465851,0.63338767,0.46383595,0.77820354,0.6089355,0.34652012,0.77820354,0.6089355,0.34652012,0.0
477,0.68276135,0.64430552,0.48445659,0.70020426,0.62018038,0.35482197,0.70020426,0.62018038,0.35482197,0.0
478,0.94870012,0.38745257,0.33132624,0.98222421,0.40036029,0.26753008,0.98222421,0.40036029,0.26753008,0.0
479,0.89183645,0.37458615,0.05369595,0.90337214,0.38717813,0.04627663,0.90337214,0.38717813,0.04627663,0.0
480,0.86737269,0.3656043,0.04771352,0.87595048,0.38041627,0.03918415,0.87595048,0.38041627,0.03918415,0.0
481,0.88324396,0.3528645,0.04928601,0.89343028,0.36957398,0.04225403,0.89343028,0.36957398,0.04225403,0.0
482,0.911635,0.35141784,0.0583438,0.9252619,0.36774005,0.05229489,0.9252619,0.36774005,0.05229489,0.0
483,0.9332502,0.36376327,0.07940462,0.95043985,0.37756321,0.07074672,0.95043985,0.37756321,0.07074672,0.0
484,0.92139413,0.37529129,0.07570995,0.93725723,0.38726889,0.06646889,0.93725723,0.38726889,0.06646889,0.0
485,0.92613445,0.35766819,0.06876481,0.94191848,0.3726111,0.06182356,0.94191848,0.3726111,0.06182356,0.0
486,0.90765748,0.37669034,0.06165681,0.92130607,0.38858162,0.05409281,0.92130607,0.38858162,0.05409281,0.0
487,0.7745146,0.69659062,0.01703877,0.77484058,0.65341617,0.00095254,0.77484058,0.65341617,0.00095254,0.0
488,0.62424832,0.29813427,0.57293001,0.63754635,0.33999895,0.42221055,0.63754635,0.33999895,0.42221055,0.0
489,0.85866541,0.57708308,0.02601502,0.86709351,0.55341103,0.01846065,0.86709351,0.55341103,0.01846065,0.0
490,0.86100567,0.57406881,0.03226507,0.87001002,0.55097193,0.02360142,0.87001002,0.55097193,0.02360142,0.0
491,0.85638217,0.57814261,0.02422348,0.86448004,0.55431496,0.01681466,0.86448004,0.55431496,0.01681466,0.0
492,0.84154352,0.57450539,0.01793536,0.84770515,0.55165696,0.01042386,0.84770515,0.55165696,0.01042386,0.0
493,0.82597872,0.57502774,-0.00059224,0.82945709,0.55224123,-0.00560416,0.82945709,0.55224123,-0.00560416,0.0
494,0.84730368,0.5698587,0.01491034,0.85384385,0.54764932,0.00874527,0.85384385,0.54764932,0.00874527,0.0
495,0.82791915,0.57028173,-0.00563261,0.83126396,0.54822925,-0.00924809,0.83126396,0.54822925,-0.00924809,0.0
496,0.85459178,0.58152679,0.0122831,0.86184432,0.55695696,0.00730837,0.86184432,0.55695696,0.00730837,0.0
497,0.86250481,0.57683038,0.02109214,0.87104331,0.55302434,0.01504544,0.87104331,0.55302434,0.01504544,0.0
498,0.86228697,0.57448705,0.01746956,0.87057117,0.55105875,0.01224257,0.87057117,0.55105875,0.01224257,0.0
499,0.91605488,0.52308633,0.29354423,0.94532961,0.51163797,0.23288719,0.94532961,0.51163797,0.23288719,0.0
500,0.93388105,0.45990689,0.41156102,0.97119667,0.46125302,0.32720258,0.97119667,0.46125302,0.32720258,0.0
501,0.70011523,0.39081676,0.56176505,0.72143219,0.41352476,0.42019692,0.72143219,0.41352476,0.42019692,0.0
502,0.74502738,0.40331409,0.55100969,0.77045485,0.42233312,0.41638548,0.77045485,0.42233312,0.41638548,0.0
503,0.79779394,0.42418824,0.52107005,0.82710956,0.43748349,0.39839541,0.82710956,0.43748349,0.39839541,0.0
504,0.84676396,0.44095211,0.47234566,0.87845523,0.44909308,0.36549121,0.87845523,0.44909308,0.36549121,0.0
505,0.93971055,0.46343445,0.38873704,0.97634183,0.46362999,0.31005781,0.97634183,0.46362999,0.31005781,0.0
506,0.92417738,0.46458976,0.3619228,0.95767481,0.46459972,0.28760898,0.95767481,0.46459972,0.28760898,0.0
507,0.93195563,0.47457607,0.3344484,0.96476305,0.47213497,0.2669712,0.96476305,0.47213497,0.2669712,0.0
508,0.93228005,0.47353237,0.30887278,0.96363619,0.4708843,0.24717884,0.96363619,0.4708843,0.24717884,0.0
509,0.90365264,0.46637148,0.38817658,0.93657182,0.46702572,0.30579793,0.93657182,0.46702572,0.30579793,0.0
510,0.62196763,0.36834609,0.56000917,0.63494217,0.39729424,0.41095688,0.63494217,0.39729424,0.41095688,0.0
511,0.64730592,0.14478003,0.55791342,0.66066463,0.21369736,0.41513558,0.66066463,0.21369736,0.41513558,0.0
512,0.79077324,0.18237159,0.56055596,0.81937883,0.24049465,0.43170006,0.81937883,0.24049465,0.43170006,0.0
513,0.72797865,0.16394359,0.57047941,0.75053289,0.22731869,0.43307431,0.75053289,0.22731869,0.43307431,0.0
514,0.94422171,0.23914552,0.36660067,0.97792573,0.27971512,0.29650786,0.97792573,0.27971512,0.29650786,0.0
515,0.85186272,0.20611367,0.52284267,0.88478834,0.25764243,0.40851065,0.88478834,0.25764243,0.40851065,0.0
516,0.91282369,0.2250861,0.44505634,0.94769812,0.27028343,0.35428422,0.94769812,0.27028343,0.35428422,0.0
517,0.95878724,0.26256811,0.29340353,0.9899859,0.29735117,0.240916,0.9899859,0.29735117,0.240916,0.0
518,0.60045652,0.74035877,0.49367943,0.61086907,0.70118364,0.3519899,0.61086907,0.70118364,0.3519899,0.0
519,0.67075599,0.73500027,0.51082999,0.68934522,0.69510402,0.37274918,0.68934522,0.69510402,0.37274918,0.0
520,0.74130764,0.74277808,0.50806949,0.76707417,0.69946203,0.37790288,0.76707417,0.69946203,0.37790288,0.0
521,0.80728887,0.76277743,0.47052905,0.8378728,0.71342088,0.35542107,0.8378728,0.71342088,0.35542107,0.0
522,0.8268719,0.78650093,0.41883306,0.85671277,0.73150504,0.3170305,0.85671277,0.73150504,0.3170305,0.0
523,0.82612318,0.83891293,0.35625627,0.85277191,0.77347196,0.26765057,0.85277191,0.77347196,0.26765057,0.0
524,0.79398584,0.86347092,0.29158739,0.81381156,0.79349568,0.21373665,0.81381156,0.79349568,0.21373665,0.0
525,0.75356783,0.87862212,0.24765328,0.76682011,0.80636146,0.17517703,0.76682011,0.80636146,0.17517703,0.0
526,0.72169578,0.55115786,0.22984453,0.72768977,0.51876733,0.16867916,0.72768977,0.51876733,0.16867916,0.0
527,0.75166026,0.57089119,0.12370521,0.75352588,0.5408234,0.10014432,0.75352588,0.5408234,0.10014432,0.0
528,0.78153332,0.58506671,0.03259462,0.78141467,0.56095013,0.02735704,0.78141467,0.56095013,0.02735704,0.0
529,0.79710208,0.61229517,-0.02071273,0.79677246,0.58324354,-0.02478591,0.79677246,0.58324354,-0.02478591,0.0
530,0.79439098,0.61728963,-0.01454326,0.79418611,0.58749786,-0.02035184,0.79418611,0.58749786,-0.02035184,0.0
531,0.82642982,0.48161159,-0.06293951,0.82548406,0.4748383,-0.05270607,0.82548406,0.4748383,-0.05270607,0.0
532,0.81180148,0.52424484,-0.03566547,0.81130509,0.5105483,-0.0336319,0.81130509,0.5105483,-0.0336319,0.0
533,0.7878663,0.66172468,-0.01006102,0.7876692,0.62411047,-0.01818704,0.7876692,0.62411047,-0.01818704,0.0
534,0.83556816,0.20804892,-0.00163978,0.83652072,0.25163872,-0.00025593,0.83652072,0.25163872,-0.00025593,0.0
535,0.71514693,0.74330726,0.17217257,0.71877519,0.69558857,0.11447273,0.71877519,0.69558857,0.11447273,0.0
536,0.81240386,0.5499792,-0.04462116,0.81168825,0.53146201,-0.04087533,0.81168825,0.53146201,-0.04087533,0.0
537,0.82257482,0.49109911,-0.05492986,0.82177983,0.48283023,-0.0470186,0.82177983,0.48283023,-0.0470186,0.0
538,0.69869044,0.82097582,0.19447953,0.70264783,0.75992615,0.12895884,0.70264783,0.75992615,0.12895884,0.0
539,0.70901288,0.00153935,0.42694422,0.71979037,0.09282095,0.32199312,0.71979037,0.09282095,0.32199312,0.0
540,0.89213814,0.360744,0.04326927,0.90305179,0.37507881,0.03726167,0.90305179,0.37507881,0.03726167,0.0
541,0.88645764,0.36012226,0.04475322,0.89710175,0.37473633,0.03858436,0.89710175,0.37473633,0.03858436,0.0
542,0.87506457,0.3585358,0.04492506,0.88481775,0.37340937,0.03854004,0.88481775,0.37340937,0.03854004,0.0
543,0.86579807,0.35719412,0.04791933,0.87526054,0.3719163,0.04137972,0.87526054,0.3719163,0.04137972,0.0
544,0.85712069,0.35592561,0.05319936,0.86626216,0.37085153,0.0469771,0.86626216,0.37085153,0.0469771,0.0
545,0.8499099,0.35449251,0.05932664,0.8590855,0.36942076,0.05325742,0.8590855,0.36942076,0.05325742,0.0
546,0.8437734,0.3535138,0.06722705,0.85301568,0.36843396,0.06124186,0.85301568,0.36843396,0.06124186,0.0
547,0.8395178,0.35241551,0.07577264,0.84883311,0.36732814,0.06983292,0.84883311,0.36732814,0.06983292,0.0
548,0.83665691,0.35180367,0.08516316,0.84604395,0.366703,0.07924784,0.84604395,0.366703,0.07924784,0.0
549,0.8353335,0.35136345,0.09509037,0.84523853,0.36564397,0.08887544,0.84523853,0.36564397,0.08887544,0.0
550,0.8935986,0.3569515,0.04329579,0.90451226,0.37190184,0.03758271,0.90451226,0.37190184,0.03758271,0.0
551,0.88806182,0.3550277,0.04478438,0.89865717,0.37039603,0.03885192,0.89865717,0.37039603,0.03885192,0.0
552,0.87764305,0.35025475,0.04518247,0.88760951,0.36579163,0.03913531,0.88760951,0.36579163,0.03913531,0.0
553,0.86873488,0.34664516,0.04787546,0.87851454,0.36189977,0.04186013,0.87851454,0.36189977,0.04186013,0.0
554,0.86068739,0.34346858,0.05296038,0.86998964,0.3589026,0.04724225,0.86998964,0.3589026,0.04724225,0.0
555,0.85331283,0.34069911,0.05898496,0.86257773,0.35609688,0.05333421,0.86257773,0.35609688,0.05333421,0.0
556,0.84759161,0.33877818,0.06699618,0.85690639,0.35388461,0.06114701,0.85690639,0.35388461,0.06114701,0.0
557,0.84295763,0.33730937,0.075745,0.85232028,0.35237446,0.06990815,0.85232028,0.35237446,0.06990815,0.0
558,0.84036831,0.33705736,0.0852417,0.84979172,0.3520803,0.07940209,0.84979172,0.3520803,0.07940209,0.0
559,0.83897303,0.33726817,0.09516659,0.8484553,0.35225465,0.08932267,0.8484553,0.35225465,0.08932267,0.0
560,0.89549537,0.35386798,0.04384407,0.90671817,0.36914698,0.03849382,0.90671817,0.36914698,0.03849382,0.0
561,0.89106073,0.35041959,0.04566046,0.90182218,0.3661275,0.04010767,0.90182218,0.3661275,0.04010767,0.0
562,0.88215937,0.34317982,0.04649718,0.89269397,0.35904026,0.04101677,0.89269397,0.35904026,0.04101677,0.0
563,0.87500426,0.33778877,0.04973381,0.885194,0.35365601,0.04426859,0.885194,0.35365601,0.04426859,0.0
564,0.86775141,0.33305327,0.0550392,0.87746462,0.34913851,0.04985816,0.87746462,0.34913851,0.04985816,0.0
565,0.86140712,0.32941023,0.06138926,0.87109417,0.34507783,0.05587584,0.87109417,0.34507783,0.05587584,0.0
566,0.85606526,0.32687259,0.06951014,0.86576151,0.3424815,0.06398725,0.86576151,0.3424815,0.06398725,0.0
567,0.85188152,0.32512328,0.07805805,0.86160441,0.34068744,0.07252771,0.86160441,0.34068744,0.07252771,0.0
568,0.84853447,0.32511745,0.08764832,0.85829395,0.34063544,0.08210277,0.85829395,0.34063544,0.08210277,0.0
569,0.84675983,0.32594496,0.09746356,0.85721031,0.34119783,0.09159799,0.85721031,0.34119783,0.09159799,0.0
570,0.89858619,0.35124727,0.04482054,0.91042753,0.36656511,0.03939517,0.91042753,0.36656511,0.03939517,0.0
571,0.89534657,0.34727446,0.047378,0.90672582,0.36297852,0.04205956,0.90672582,0.36297852,0.04205956,0.0
572,0.88895599,0.33800705,0.04866479,0.89987864,0.35401528,0.04337063,0.89987864,0.35401528,0.04337063,0.0
573,0.88355393,0.33083454,0.05244506,0.89444978,0.34681788,0.04718185,0.89444978,0.34681788,0.04718185,0.0
574,0.87767478,0.32493428,0.05818443,0.88857215,0.34083869,0.05288645,0.88857215,0.34083869,0.05288645,0.0
575,0.87266825,0.32045199,0.06496733,0.88375758,0.33693556,0.05996427,0.88375758,0.33693556,0.05996427,0.0
576,0.86770575,0.31729765,0.07319786,0.87839832,0.33322763,0.06779726,0.87839832,0.33322763,0.06779726,0.0
577,0.863522,0.31554834,0.08174577,0.87422946,0.33142381,0.07630788,0.87422946,0.33142381,0.07630788,0.0
578,0.86048245,0.31557684,0.09144338,0.87121675,0.33140201,0.08597101,0.87121675,0.33140201,0.08597101,0.0
579,0.85802097,0.31698673,0.10104162,0.86957819,0.33226476,0.09487052,0.86957819,0.33226476,0.09487052,0.0
580,0.90214827,0.34999726,0.04600704,0.91456475,0.36543391,0.04088075,0.91456475,0.36543391,0.04088075,0.0
581,0.90024642,0.3451852,0.04899733,0.91254595,0.36111493,0.04405113,0.91254595,0.36111493,0.04405113,0.0
582,0.896767,0.33492466,0.05125479,0.90871914,0.35115173,0.04632156,0.90871914,0.35115173,0.04632156,0.0
583,0.8930102,0.32694723,0.05557523,0.90492475,0.34379559,0.05108356,0.90492475,0.34379559,0.05108356,0.0
584,0.8890838,0.32027637,0.06196211,0.90101232,0.33714303,0.05748116,0.90101232,0.33714303,0.05748116,0.0
585,0.8849648,0.31523533,0.06937873,0.89720937,0.33241132,0.0649853,0.89720937,0.33241132,0.0649853,0.0
586,0.88096071,0.31185845,0.07793243,0.89311843,0.32886444,0.07331973,0.89311843,0.32886444,0.07331973,0.0
587,0.87712039,0.30981795,0.08658884,0.88929645,0.32677905,0.08193225,0.88929645,0.32677905,0.08193225,0.0
588,0.87373741,0.31013764,0.09617795,0.88593297,0.32676128,0.09114339,0.88593297,0.32676128,0.09114339,0.0
589,0.87066094,0.31147888,0.10556152,0.88301654,0.32731852,0.09987114,0.88301654,0.32731852,0.09987114,0.0
590,0.90611073,0.34978176,0.04771415,0.91896864,0.36510417,0.0427679,0.91896864,0.36510417,0.0427679,0.0
591,0.90543885,0.34510699,0.05113378,0.91835216,0.36094498,0.04624469,0.91835216,0.36094498,0.04624469,0.0
592,0.90499942,0.33452797,0.05477634,0.91795078,0.35077005,0.05030724,0.91795078,0.35077005,0.05030724,0.0
593,0.90359576,0.32681444,0.06026488,0.91682647,0.34380824,0.05597554,0.91682647,0.34380824,0.05597554,0.0
594,0.90155025,0.32002401,0.06729694,0.91482346,0.33705626,0.06301655,0.91482346,0.33705626,0.06301655,0.0
595,0.89907553,0.31516529,0.07494085,0.91267384,0.33273896,0.07076213,0.91267384,0.33273896,0.07076213,0.0
596,0.89561554,0.31152085,0.08401979,0.90948561,0.32905104,0.07969297,0.90948561,0.32905104,0.07969297,0.0
597,0.89215359,0.30985087,0.09247297,0.90659128,0.32694343,0.08767415,0.90659128,0.32694343,0.08767415,0.0
598,0.88846312,0.31013624,0.10195474,0.90293684,0.32716861,0.09708637,0.90293684,0.32716861,0.09708637,0.0
599,0.88442824,0.31170002,0.11101514,0.89886429,0.32756121,0.10470494,0.89886429,0.32756121,0.10470494,0.0
600,0.90972879,0.35084467,0.04899988,0.92297486,0.36624768,0.04395445,0.92297486,0.36624768,0.04395445,0.0
601,0.91048757,0.34633084,0.0532656,0.92394801,0.36198591,0.0481073,0.92394801,0.36198591,0.0481073,0.0
602,0.91305121,0.33674608,0.05797922,0.92687403,0.35267724,0.05302857,0.92687403,0.35267724,0.05302857,0.0
603,0.91379999,0.32927282,0.06421911,0.92800421,0.34582026,0.05948332,0.92800421,0.34582026,0.05948332,0.0
604,0.91376419,0.32303748,0.07231078,0.928351,0.34013163,0.06765089,0.928351,0.34013163,0.06765089,0.0
605,0.91251945,0.31831605,0.08038404,0.92768034,0.33523187,0.07532579,0.92768034,0.33523187,0.07532579,0.0
606,0.91005282,0.31511079,0.08947443,0.92527686,0.33198737,0.08431341,0.92527686,0.33198737,0.08431341,0.0
607,0.90672068,0.31312825,0.09865491,0.92197498,0.32995005,0.0934072,0.92197498,0.32995005,0.0934072,0.0
608,0.90272271,0.31337929,0.10802935,0.91918783,0.32956252,0.10140485,0.91918783,0.32956252,0.10140485,0.0
609,0.89780129,0.31451459,0.11676889,0.91412216,0.33044426,0.10966933,0.91412216,0.33044426,0.10966933,0.0
610,0.91282475,0.35283912,0.0504842,0.92622079,0.36827026,0.045411,0.92622079,0.36827026,0.045411,0.0
611,0.91470571,0.34943912,0.05517579,0.92850693,0.36492942,0.04985379,0.92850693,0.36492942,0.04985379,0.0
612,0.91978626,0.34145464,0.06116021,0.93442285,0.35698412,0.05590344,0.93442285,0.35698412,0.05590344,0.0
613,0.9221654,0.33515318,0.06835005,0.93761118,0.35098448,0.0628762,0.93761118,0.35098448,0.0628762,0.0
614,0.92325178,0.33003168,0.07686759,0.93902525,0.34623688,0.07163493,0.93902525,0.34623688,0.07163493,0.0
615,0.92347264,0.32613289,0.08547522,0.93972376,0.3424326,0.07990941,0.93972376,0.3424326,0.07990941,0.0
616,0.92147826,0.32331111,0.09508853,0.93832368,0.33921616,0.0885428,0.93832368,0.33921616,0.0885428,0.0
617,0.91852449,0.32169909,0.10406579,0.93548269,0.33755464,0.09733993,0.93548269,0.33755464,0.09733993,0.0
618,0.91394746,0.32155597,0.11322671,0.93098673,0.336928,0.10596956,0.93098673,0.336928,0.10596956,0.0
619,0.90882535,0.32266763,0.12154951,0.92588799,0.33798415,0.11421366,0.92588799,0.33798415,0.11421366,0.0
620,0.915162,0.35606697,0.0517492,0.92899269,0.37081259,0.04616209,0.92899269,0.37081259,0.04616209,0.0
621,0.91789358,0.35342097,0.05676049,0.93215179,0.36847824,0.05123216,0.93215179,0.36847824,0.05123216,0.0
622,0.92476825,0.34794467,0.06379756,0.9402413,0.36289083,0.05817368,0.9402413,0.36289083,0.05817368,0.0
623,0.92897745,0.34382586,0.07204122,0.94471661,0.35868606,0.06626003,0.94471661,0.35868606,0.06626003,0.0
624,0.93115008,0.34014371,0.08098347,0.94747758,0.35554376,0.07480678,0.94747758,0.35554376,0.07480678,0.0
625,0.93177133,0.33727943,0.09011169,0.94883441,0.35244866,0.08304751,0.94883441,0.35244866,0.08304751,0.0
626,0.93032007,0.33517732,0.09993736,0.94757528,0.35033778,0.0926128,0.94757528,0.35033778,0.0926128,0.0
627,0.92767379,0.33359962,0.10902196,0.94504339,0.34875788,0.10152961,0.94504339,0.34875788,0.10152961,0.0
628,0.92289609,0.33343287,0.11776614,0.9403143,0.3482874,0.10994233,0.9403143,0.3482874,0.10994233,0.0
629,0.91712404,0.33381417,0.12618599,0.93452685,0.34862974,0.11833636,0.93452685,0.34862974,0.11833636,0.0
630,0.91623335,0.35948303,0.0525837,0.93015257,0.3738747,0.04685766,0.93015257,0.3738747,0.04685766,0.0
631,0.91940026,0.35853325,0.05780387,0.9340804,0.37255513,0.05188912,0.9340804,0.37255513,0.05188912,0.0
632,0.92783244,0.35586701,0.06547569,0.94351906,0.37021514,0.05931969,0.94351906,0.37021514,0.05931969,0.0
633,0.93274854,0.35380426,0.07403441,0.94896938,0.36805805,0.06736646,0.94896938,0.36805805,0.06736646,0.0
634,0.93555718,0.35184196,0.08360228,0.95207041,0.3659278,0.07658124,0.95207041,0.3659278,0.07658124,0.0
635,0.93688631,0.3500465,0.09335844,0.95421992,0.36454817,0.08559398,0.95421992,0.36454817,0.08559398,0.0
636,0.93577749,0.34864043,0.10297972,0.95330039,0.36321339,0.09499328,0.95330039,0.36321339,0.09499328,0.0
637,0.93329596,0.34741188,0.1124799,0.9510758,0.36183765,0.10426464,0.9510758,0.36183765,0.10426464,0.0
638,0.9282467,0.34688529,0.1211179,0.9460075,0.36132236,0.11290282,0.9460075,0.36132236,0.11290282,0.0
639,0.92193153,0.34654691,0.1293254,0.93963559,0.36076306,0.12102684,0.93963559,0.36076306,0.12102684,0.0
640,0.91631036,0.36344716,0.05309387,0.93050378,0.37720026,0.04722485,0.93050378,0.37720026,0.04722485,0.0
641,0.91964103,0.36383376,0.05841674,0.93439195,0.37742807,0.05234015,0.93439195,0.37742807,0.05234015,0.0
642,0.9276071,0.36441196,0.06638638,0.94333596,0.3782048,0.0599685,0.94333596,0.3782048,0.0599685,0.0
643,0.93247236,0.36465144,0.07535371,0.94907424,0.37811424,0.0678511,0.94907424,0.37811424,0.0678511,0.0
644,0.93506542,0.36464222,0.08491463,0.95195357,0.37801405,0.07716868,0.95195357,0.37801405,0.07716868,0.0
645,0.93625082,0.36414882,0.09466616,0.95362085,0.37768431,0.08643633,0.95362085,0.37768431,0.08643633,0.0
646,0.93534171,0.36375361,0.1043913,0.95284852,0.37733611,0.09599503,0.95284852,0.37733611,0.09599503,0.0
647,0.93282425,0.36285058,0.11389032,0.95035539,0.37649349,0.10544433,0.95035539,0.37649349,0.10544433,0.0
648,0.92791772,0.36200916,0.12222008,0.94538265,0.37568437,0.11382253,0.94538265,0.37568437,0.11382253,0.0
649,0.92171035,0.36069425,0.13043105,0.93959433,0.37414098,0.12080162,0.93959433,0.37414098,0.12080162,0.0
650,0.9152642,0.36728468,0.05286529,0.92940586,0.38068369,0.04693071,0.92940586,0.38068369,0.04693071,0.0
651,0.91803685,0.36892832,0.05838559,0.93270137,0.38210651,0.05219964,0.93270137,0.38210651,0.05219964,0.0
652,0.92533612,0.37272733,0.06623629,0.94097663,0.38526993,0.05920918,0.94097663,0.38526993,0.05920918,0.0
653,0.92964237,0.37521108,0.07508818,0.94560925,0.38758348,0.06770161,0.94560925,0.38758348,0.06770161,0.0
654,0.93201984,0.37715495,0.08464214,0.94848218,0.38964396,0.07693268,0.94848218,0.38964396,0.07693268,0.0
655,0.93291878,0.37827843,0.09469728,0.9495402,0.39082799,0.08685719,0.9495402,0.39082799,0.08685719,0.0
656,0.93163031,0.37849992,0.10431277,0.94871895,0.39143245,0.09601142,0.94871895,0.39143245,0.09601142,0.0
657,0.92907692,0.37792241,0.11381063,0.94622573,0.39095916,0.1054458,0.94622573,0.39095916,0.1054458,0.0
658,0.92440701,0.37677911,0.12255828,0.9421004,0.38931035,0.11332574,0.9421004,0.38931035,0.11332574,0.0
659,0.9183783,0.37482385,0.13046217,0.93675296,0.38745425,0.11995874,0.93675296,0.38745425,0.11995874,0.0
660,0.91326061,0.37035751,0.05262641,0.927294,0.38325021,0.04671142,0.927294,0.38325021,0.04671142,0.0
661,0.91507387,0.37321092,0.05751066,0.92952965,0.38601855,0.0513181,0.92952965,0.38601855,0.0513181,0.0
662,0.92040548,0.37975725,0.06512365,0.9354184,0.39157209,0.05815249,0.9354184,0.39157209,0.05815249,0.0
663,0.92357367,0.38409111,0.07364657,0.9392681,0.39560143,0.066176,0.9392681,0.39560143,0.066176,0.0
664,0.92488494,0.38723406,0.08287389,0.94074988,0.39876818,0.07528975,0.94074988,0.39876818,0.07528975,0.0
665,0.92482448,0.38956731,0.09229297,0.94094296,0.4010891,0.08433316,0.94094296,0.4010891,0.08433316,0.0
666,0.92304985,0.39039482,0.10210821,0.93919016,0.40209012,0.09413525,0.93919016,0.40209012,0.09413525,0.0
667,0.92053141,0.39047902,0.11129435,0.93667133,0.40228932,0.10332512,0.93667133,0.40228932,0.10332512,0.0
668,0.91593336,0.3886847,0.12004432,0.93320668,0.40020319,0.11085269,0.93320668,0.40020319,0.11085269,0.0
669,0.91028401,0.38611274,0.12805787,0.92753852,0.39780286,0.11864807,0.92753852,0.39780286,0.11864807,0.0
670,0.9101698,0.37297821,0.05164995,0.92365524,0.38539422,0.04573702,0.92365524,0.38539422,0.04573702,0.0
671,0.91126027,0.37673952,0.05631604,0.92508888,0.38886122,0.05015011,0.92508888,0.38886122,0.05015011,0.0
672,0.91391636,0.38496434,0.06306338,0.92849276,0.39661494,0.05625541,0.92849276,0.39661494,0.05625541,0.0
673,0.91482331,0.39102171,0.07051859,0.92971478,0.40248221,0.06345709,0.92971478,0.40248221,0.06345709,0.0
674,0.91465408,0.39531873,0.07962132,0.92996357,0.40656428,0.07217558,0.92996357,0.40656428,0.07217558,0.0
675,0.91356335,0.39852555,0.08871491,0.92894831,0.4097928,0.08120115,0.92894831,0.4097928,0.08120115,0.0
676,0.91120868,0.39994613,0.09800375,0.92693265,0.41124726,0.0902275,0.92693265,0.41124726,0.0902275,0.0
677,0.90824,0.40031083,0.1073908,0.92399021,0.41173987,0.09961112,0.92399021,0.41173987,0.09961112,0.0
678,0.90394944,0.39855083,0.11624811,0.91959734,0.41017109,0.10837632,0.91959734,0.41017109,0.10837632,0.0
679,0.89929444,0.39543081,0.12458598,0.91569034,0.40668489,0.11574678,0.91569034,0.40668489,0.11574678,0.0
