global_vertex,is_face_component,distance_to_face,displacement_magnitude,nearest_face_local,neighbor_jump,relative_jump
680,0,0.007934520762459455,0.019117145008721765,261,0.0020272164188700624,0.11114273888816871
681,0,0.00772910328697969,0.019015420217000433,439,0.0014161751171037316,0.07218427516653769
682,0,0.010288694265270022,0.01909558567644144,260,0.0024995653709400573,0.14720135222198724
683,0,0.017264180109029227,0.018960717050278655,313,0.004094464368789511,0.25458195698035563
684,0,0.022454157494867184,0.01923138952922883,313,0.004092479829753303,0.25445856408056805
685,0,0.029664777896960502,0.019357017240967497,305,0.0059063735834504645,0.27733619333709886
686,0,0.03476672552981223,0.019638511308069838,305,0.005602199849414566,0.2630535909383922
687,0,0.041843538381863644,0.019704890500483,305,0.005635066562993369,0.26459686095046636
688,0,0.04971207345250949,0.019762832040965413,305,0.005671332636715177,0.266299749311858
689,0,0.05834246358581537,0.020537266343772148,305,0.005441273959840962,0.2554972498107697
690,0,0.009372243007823666,0.01898090747538426,253,0.0018281476135776531,0.10572708693038835
691,0,0.010067411284113672,0.018434721609224124,432,0.0015061394453708945,0.08089152460845621
692,0,0.012487745432418927,0.018132148183881935,260,0.0027212503525510783,0.1602565535141127
693,0,0.012384249983418468,0.018005262872621386,313,0.0038381256019047495,0.23864355355428135
694,0,0.018145578297207858,0.018123864189434454,313,0.003928413249529955,0.24425737845376952
695,0,0.026631828850505218,0.018235940089546182,313,0.004031542145612461,0.2506696350571088
696,0,0.03660016179683501,0.018518861309726235,313,0.004012234013235477,0.2494691112074846
697,0,0.046168356932906995,0.018580046509626635,313,0.004075417518861197,0.25339767891799825
698,0,0.05583151777574656,0.01863421546060704,313,0.00413491245790734,0.25709690222257714
699,0,0.06525412212578607,0.018671770369994064,313,0.004186324939483989,0.26029358168882666
700,0,0.006126831298591503,0.018326829500683175,253,0.0012171981141674876,0.07039410268202853
701,0,0.005913041632823152,0.01823323537775964,432,0.001126804677346213,0.060518266463719675
702,0,0.011812458523821361,0.01793858460125921,432,0.0009942894815088265,0.05340115904181382
703,0,0.017357119187128955,0.01775801253996038,313,0.00459922816303347,0.28596671038814936
704,0,0.02244460656908249,0.01734990363313839,313,0.004484891630477061,0.27885759535116483
705,0,0.03016847085779127,0.01737721262587632,313,0.004539105941844747,0.2822284844934749
706,0,0.0394652574214055,0.017427800368862063,313,0.004450417523292044,0.2767140950341974
707,0,0.048883169617738594,0.017493728174031282,313,0.004025107618668619,0.2502695547745466
708,0,0.05812236265594428,0.018108195195795648,313,0.004667076669113129,0.2901853343399459
709,0,0.06708488119636276,0.018152275041702668,313,0.004691350038865684,0.29169458229462775
710,0,0.005440719015773567,0.0183309413661857,253,0.001308889605349356,0.07569688796422509
711,0,0.00513652926331586,0.01810188726058569,253,0.0013725880747030392,0.0793807554794472
712,0,0.009314854662918799,0.017835492879259892,252,0.0019104465936575538,0.11949987717971919
713,0,0.01591291464999101,0.01714016099623848,252,0.0014111870378840546,0.08827081493123605
714,0,0.021572307412170828,0.01710296655108469,314,0.003035072334599373,0.2077197500445629
715,0,0.02923871090408914,0.017183236715919186,314,0.0029490362340798913,0.2018314563485661
716,0,0.03869961796685466,0.017226047806679187,314,0.0029924875413405087,0.20480525521997797
717,0,0.04854411654438671,0.017265898185776035,314,0.003032942091980186,0.20757395666120676
718,0,0.05655204470951778,0.01731544783291044,433,0.0036747321466053828,0.19215397753996355
719,0,0.06386110101213334,0.017881412725803222,433,0.003752437747880912,0.196217250662066
720,0,0.008355881389697884,0.01858190303796352,253,0.0018392638926656847,0.10636997364082348
721,0,0.008811928606406188,0.01827035881362652,432,0.0014328038009328874,0.07695282417473029
722,0,0.011798833469568054,0.017886670910467844,252,0.0022850521403345,0.1429317370219948
723,0,0.013046387028832958,0.01782948193439433,433,0.002766574353200191,0.14466585452181974
724,0,0.018192808075962325,0.01733857780639834,433,0.0030013057069658367,0.15694009968580416
725,0,0.026022800302899742,0.017275178633465678,433,0.003109513568402225,0.16259835453175336
726,0,0.03451593790768983,0.01725948953193654,433,0.0031906980815535235,0.16684354207040927
727,0,0.043309610232479534,0.017258705352469535,433,0.003253759145451448,0.1701410434317212
728,0,0.05132660235371709,0.017453393224008185,433,0.003170313156202451,0.165777601933335
729,0,0.05981834107388299,0.018132414441289785,433,0.0029781958384824817,0.15573167061605434
730,0,0.012015022964917696,0.018773813632243154,253,0.002168969215849013,0.12543779021467089
731,0,0.012297345813426591,0.01874850032180069,247,0.0025578439354720086,0.1253730651586536
732,0,0.007539456076853255,0.018423111574778005,251,0.0017049676130894778,0.09241340031298921
733,0,0.003242009823381158,0.018327812904686488,433,0.0016705181771196557,0.08735241086425284
734,0,0.012414523241566668,0.018028609127743362,433,0.0023281570592891144,0.12174074774222969
735,0,0.022250239345186804,0.01744785764994293,433,0.0025958634516381734,0.1357392777167927
736,0,0.03157207540730412,0.017927111009915828,433,0.0025182994004726276,0.131683406335979
737,0,0.040937912952565075,0.017582277997984938,433,0.002864106590018544,0.14976587446758066
738,0,0.04971638973591002,0.01815461412134003,433,0.002802165205742716,0.14652692183427737
739,0,0.05855165520789485,0.018172019935792223,433,0.0028764146104699544,0.1504094683381071
740,0,0.011684653085141234,0.02057498607085034,248,0.002300174028021547,0.10645216070319359
741,0,0.010131129337250633,0.020530501960161512,248,0.0011483401810661923,0.0531452368419002
742,0,0.013447166374184543,0.018975730559118692,247,0.002496959828494863,0.12238882245122527
