global_vertex,is_face_component,baseline_x,baseline_y,baseline_z,deformed_x,deformed_y,deformed_z,dx,dy,dz,displacement_magnitude
125,1,0.5974447428918069,0.3795608352166777,0.02815372743803246,0.5771228702146444,0.3990563011892948,-0.004490155684192143,-0.020321872677162567,0.019495465972617088,-0.032643883122224604,0.04311235099010187
126,1,0.5876924007490596,0.3265110436877485,0.05207242737298623,0.5672662124286062,0.35629047891591614,0.013806089696311363,-0.020426188320453398,0.029779435228167617,-0.038266337676674866,0.052615173961477725
127,1,0.5601021723176427,0.5662304068029416,0.12639712206778686,0.543395156930019,0.5543118249166713,0.06519944551545656,-0.016707015387623647,-0.011918581886270263,-0.0611976765523303,0.06454713450452824
128,1,0.5908161802923997,0.525886363327829,0.05830507445198507,0.5729306487464244,0.5194251971926895,0.016140607269610086,-0.017885531545975275,-0.006461166135139473,-0.04216446718237499,0.04625452625723808
129,1,0.6125426960151581,0.470799043948225,0.014679147489706446,0.5938413298476654,0.47308808861558077,-0.01466578893649323,-0.01870136616749274,0.002289044667355744,-0.029344936426199675,0.0348727130558764
130,1,0.5689433850875538,0.4309335993964307,0.0713924041121567,0.5486824730677963,0.44254019335069505,0.025359195545846563,-0.02026091201975755,0.011606593954264333,-0.04603320856631013,0.05161660459581712
131,1,0.5538979266728363,0.46992267687283373,0.10602269808475956,0.5344706834519222,0.4753819727000932,0.05010785062035816,-0.01942724322091416,0.005459295827259458,-0.055914847464401396,0.059444864009108166
132,1,0.758789173182447,0.4538553447438165,-0.024160041592064585,0.75280504631162,0.45457646436011534,-0.02927561902239767,-0.005984126870826945,0.0007211196162988376,-0.005115577430333085,0.007905625867247785
133,1,0.7651688249226448,0.5164551281815992,-0.03747393204606814,0.7596538734714935,0.5054378454289097,-0.03981903940929732,-0.005514951451151329,-0.011017282752689539,-0.002345107363229182,0.012541719870350248
134,1,0.5760147897266512,0.26310884741203644,0.09680735779641986,0.5564050766193323,0.3054372033294816,0.04819402802869205,-0.01960971310731896,0.04232835591744516,-0.04861332976772781,0.06737571071188135
135,1,0.6097459626624427,0.22944772868649288,0.05390609659039791,0.5908009239712181,0.2763016766816504,0.018903585066342293,-0.018945038691224658,0.04685394799515752,-0.03500251152405562,0.06147668457827383
136,1,0.5527908408614157,0.368647419416126,0.10560835670739338,0.5322849080278258,0.39255493330186825,0.0511051931486155,-0.020505932833589924,0.02390751388574225,-0.05450316355877788,0.06294964129752888
137,1,0.8003811768688589,0.39025067769259003,-0.022051683778986864,0.7982351275631858,0.40139488539067664,-0.022382265064291862,-0.002146049305673081,0.011144207698086606,-0.0003305812853049983,0.011353773682202169
138,1,0.7803909130833483,0.3979494386718061,-0.016207555364655735,0.7765838376088582,0.40833908298203947,-0.020046175385204368,-0.003807075474490107,0.01038964431023337,-0.003838620020548633,0.011712110664768563
